Mês/Ano,Sexo,Faixa etária,Cor/raça,Escolaridade,Ocupação,Renda familiar (SM),Bairro,Zona,Saúde,Segurança Pública,Conservação Urbana e Patrimonial,Educação,Preservação ambiental,Assistência Social,Transportes,Saneamento básico,Fator de maior preocupação
03/2025,Feminino,30-39,Parda,Superior incompleto,Empregado c/ carteira,1–2 SM,Bonsucesso,Zona Norte,Ótimo,Bom,Bom,Péssimo,Péssimo,Regular,Péssimo,Regular,crime e violência
03/2025,Masculino,50-59,Branca,Pós-graduação,Empregado c/ carteira,2–3 SM,Brás De Pina,Zona Norte,Ruim,Ruim,Ótimo,Bom,Regular,Bom,Regular,Péssimo,crime e violência
03/2025,Feminino,30-39,Parda,Médio completo,Servidor público,3–5 SM,Del Castilho,Zona Norte,Ótimo,Bom,Ruim,Regular,Ruim,Bom,Péssimo,Regular,crime e violência
03/2025,Feminino,60+,Branca,Superior incompleto,Desempregado,3–5 SM,Rocinha,Zona Sul,Ruim,Regular,Péssimo,Regular,Péssimo,Ruim,Péssimo,Péssimo,saúde
03/2025,Feminino,50-59,Branca,Médio completo,Estudante,5–10 SM,Copacabana,Zona Sul,Regular,Regular,Regular,Regular,Bom,Regular,Regular,Regular,pobreza e desigualdade
03/2025,Feminino,50-59,Branca,Fundamental completo,Autônomo,5–10 SM,Tijuca,Zona Norte,Ruim,Péssimo,Bom,Péssimo,Péssimo,Bom,Bom,Ótimo,corrupção
03/2025,Feminino,60+,Parda,Médio completo,Aposentado,5–10 SM,Moneró,Zona Norte,Regular,Péssimo,Regular,Regular,Regular,Bom,Regular,Ruim,pobreza e desigualdade
03/2025,Feminino,40-49,Branca,Médio completo,Servidor público,2–3 SM,Vicente De Carvalho,Zona Norte,Ruim,Ruim,Regular,Regular,Bom,Ruim,Regular,Ruim,pobreza e desigualdade
03/2025,Masculino,16-24,Preta,Fundamental incompleto,Autônomo,5–10 SM,Glória,Centro,Regular,Regular,Péssimo,Regular,Bom,Regular,Bom,Bom,desemprego
03/2025,Masculino,60+,Branca,Médio incompleto,Autônomo,2–3 SM,Leme,Zona Sul,Bom,Ruim,Péssimo,Regular,Ruim,Ruim,Regular,Regular,desemprego
03/2025,Masculino,16-24,Parda,Superior completo,Empregado s/ carteira,2–3 SM,Camorim,Zona Oeste,Regular,Regular,Regular,Regular,Péssimo,Regular,Regular,Regular,desemprego
03/2025,Feminino,16-24,Parda,Superior incompleto,Aposentado,1–2 SM,Cosme Velho,Zona Sul,Regular,Bom,Regular,Regular,Regular,Ruim,Regular,Ótimo,crime e violência
03/2025,Masculino,30-39,Parda,Pós-graduação,Servidor público,2–3 SM,Jardim Sulacap,Zona Oeste,Bom,Bom,Ruim,Bom,Ruim,Regular,Regular,Regular,saúde
03/2025,Masculino,16-24,Preta,Superior incompleto,Estudante,5–10 SM,Realengo,Zona Oeste,Regular,Regular,Ruim,Bom,Bom,Bom,Regular,Regular,corrupção
03/2025,Feminino,60+,Parda,Fundamental completo,Estudante,3–5 SM,Pedra De Guaratiba,Zona Oeste,Regular,Bom,Ruim,Regular,Péssimo,Bom,Regular,Ruim,desemprego
03/2025,Feminino,25-29,Branca,Médio completo,Empregado c/ carteira,1–2 SM,Todos Os Santos,Zona Norte,Regular,Bom,Ruim,Regular,Regular,Regular,Bom,Ruim,questões climáticas
03/2025,Feminino,60+,Branca,Superior completo,Empregado c/ carteira,3–5 SM,Taquara,Zona Oeste,Regular,Regular,Bom,Regular,Bom,Regular,Ótimo,Bom,rede de transportes
03/2025,Masculino,16-24,Branca,Superior completo,Empregado c/ carteira,3–5 SM,Bento Ribeiro,Zona Norte,Ruim,Péssimo,Regular,Regular,Regular,Regular,Bom,Ruim,crime e violência
03/2025,Feminino,30-39,Branca,Médio incompleto,Empregado c/ carteira,2–3 SM,Barra De Guaratiba,Zona Oeste,Regular,Ótimo,Regular,Regular,Regular,Ruim,Péssimo,Ruim,educação
03/2025,Masculino,40-49,Branca,Médio completo,Estudante,1–2 SM,Taquara,Zona Oeste,Bom,Regular,Ruim,Ótimo,Regular,Péssimo,Bom,Bom,desemprego
03/2025,Masculino,25-29,Branca,Superior completo,Empregado c/ carteira,5–10 SM,Vila Isabel,Zona Norte,Regular,Ruim,Ruim,Regular,Bom,Regular,Bom,Regular,saúde
03/2025,Feminino,40-49,Parda,Superior completo,Empregado c/ carteira,3–5 SM,Grajaú,Zona Norte,Bom,Bom,Regular,Péssimo,Ruim,Ruim,Bom,Regular,educação
03/2025,Masculino,50-59,Branca,Fundamental completo,Empregado c/ carteira,1–2 SM,Paquetá,Centro,Regular,Ótimo,Regular,Ruim,Regular,Péssimo,Péssimo,Regular,rede de transportes
03/2025,Feminino,30-39,Branca,Fundamental incompleto,Empresário,2–3 SM,Madureira,Zona Norte,Bom,Regular,Regular,Bom,Regular,Bom,Ruim,Regular,saúde
03/2025,Feminino,25-29,Parda,Médio completo,Autônomo,1–2 SM,Cascadura,Zona Norte,Regular,Bom,Ruim,Regular,Regular,Ruim,Bom,Regular,crime e violência
03/2025,Masculino,30-39,Branca,Superior completo,Desempregado,1–2 SM,Parque Columbia,Zona Norte,Regular,Regular,Ruim,Regular,Regular,Regular,Regular,Regular,saúde
03/2025,Feminino,50-59,Branca,Superior completo,Empregado c/ carteira,2–3 SM,Vila Kosmos,Zona Norte,Ruim,Bom,Regular,Bom,Péssimo,Regular,Regular,Ruim,rede de transportes
03/2025,Feminino,16-24,Parda,Médio completo,Autônomo,3–5 SM,Paquetá,Centro,Regular,Péssimo,Bom,Ruim,Regular,Regular,Péssimo,Ruim,desemprego
03/2025,Masculino,25-29,Preta,Médio completo,Empregado c/ carteira,Até 1 SM,Santa Teresa,Centro,Ruim,Regular,Regular,Ruim,Bom,Bom,Regular,Ruim,questões climáticas
03/2025,Masculino,50-59,Preta,Médio completo,Estudante,2–3 SM,Laranjeiras,Zona Sul,Regular,Ruim,Regular,Ótimo,Ruim,Regular,Bom,Regular,crime e violência
03/2025,Masculino,40-49,Parda,Médio incompleto,Empregado s/ carteira,3–5 SM,Curicica,Zona Oeste,Bom,Bom,Ótimo,Bom,Péssimo,Regular,Regular,Bom,crime e violência
03/2025,Masculino,25-29,Branca,Sem instrução,Desempregado,1–2 SM,Santo Cristo,Centro,Bom,Ótimo,Regular,Regular,Ruim,Ruim,Regular,Regular,questões climáticas
03/2025,Feminino,50-59,Preta,Médio completo,Empregado c/ carteira,5–10 SM,Flamengo,Zona Sul,Bom,Péssimo,Péssimo,Bom,Regular,Péssimo,Regular,Regular,pobreza e desigualdade
03/2025,Feminino,25-29,Preta,Pós-graduação,Desempregado,1–2 SM,Cidade De Deus,Zona Oeste,Bom,Regular,Ruim,Ruim,Regular,Péssimo,Bom,Regular,pobreza e desigualdade
03/2025,Feminino,30-39,Preta,Médio completo,Autônomo,2–3 SM,Barra Da Tijuca,Zona Oeste,Regular,Regular,Regular,Ruim,Ruim,Ruim,Péssimo,Ruim,inflação
03/2025,Feminino,40-49,Branca,Fundamental incompleto,Empregado c/ carteira,2–3 SM,Santíssimo,Zona Oeste,Regular,Bom,Regular,Regular,Regular,Péssimo,Bom,Ruim,educação
03/2025,Masculino,60+,Branca,Fundamental completo,Desempregado,1–2 SM,Rocinha,Zona Sul,Bom,Ruim,Bom,Ruim,Bom,Péssimo,Bom,Regular,educação
03/2025,Feminino,16-24,Parda,Médio completo,Empregado c/ carteira,1–2 SM,Catete,Zona Sul,Péssimo,Regular,Bom,Ótimo,Regular,Bom,Bom,Bom,crime e violência
03/2025,Feminino,40-49,Branca,Médio incompleto,Empregado c/ carteira,5–10 SM,Jacarezinho,Zona Norte,Ruim,Regular,Bom,Bom,Regular,Ruim,Regular,Regular,corrupção
03/2025,Feminino,16-24,Parda,Médio completo,Empregado c/ carteira,1–2 SM,Piedade,Zona Norte,Bom,Bom,Regular,Regular,Regular,Regular,Péssimo,Ruim,educação
03/2025,Feminino,30-39,Parda,Fundamental completo,Empregado s/ carteira,1–2 SM,Vila Kosmos,Zona Norte,Regular,Bom,Ruim,Regular,Regular,Péssimo,Bom,Bom,pobreza e desigualdade
03/2025,Feminino,30-39,Parda,Médio completo,Servidor público,1–2 SM,São Conrado,Zona Sul,Regular,Ótimo,Ruim,Bom,Ótimo,Bom,Bom,Regular,corrupção
03/2025,Feminino,30-39,Branca,Superior completo,Estudante,5–10 SM,Leblon,Zona Sul,Regular,Ruim,Regular,Regular,Regular,Ruim,Bom,Regular,inflação
03/2025,Masculino,50-59,Branca,Fundamental completo,Empregado c/ carteira,2–3 SM,Realengo,Zona Oeste,Regular,Regular,Bom,Bom,Ruim,Regular,Regular,Regular,corrupção
03/2025,Feminino,25-29,Branca,Superior incompleto,Aposentado,5–10 SM,Santo Cristo,Centro,Bom,Bom,Péssimo,Ruim,Regular,Bom,Bom,Bom,saúde
03/2025,Feminino,30-39,Branca,Fundamental incompleto,Empregado c/ carteira,3–5 SM,São Cristóvão,Centro,Ruim,Péssimo,Regular,Regular,Regular,Regular,Regular,Ótimo,crime e violência
03/2025,Feminino,25-29,Branca,Médio completo,Aposentado,3–5 SM,Higienópolis,Zona Norte,Bom,Regular,Ruim,Regular,Regular,Péssimo,Regular,Ruim,educação
03/2025,Masculino,50-59,Branca,Médio incompleto,Aposentado,3–5 SM,Santíssimo,Zona Oeste,Regular,Regular,Bom,Regular,Péssimo,Bom,Ótimo,Regular,pobreza e desigualdade
03/2025,Masculino,30-39,Branca,Superior completo,Empregado c/ carteira,5–10 SM,Cosme Velho,Zona Sul,Regular,Regular,Regular,Regular,Regular,Regular,Bom,Regular,rede de transportes
03/2025,Masculino,30-39,Branca,Superior incompleto,Autônomo,3–5 SM,Pechincha,Zona Oeste,Ótimo,Bom,Regular,Péssimo,Péssimo,Regular,Regular,Regular,crime e violência
03/2025,Masculino,30-39,Branca,Médio completo,Empregado c/ carteira,2–3 SM,Andaraí,Zona Norte,Regular,Regular,Ruim,Péssimo,Regular,Regular,Bom,Ótimo,crime e violência
03/2025,Feminino,25-29,Branca,Médio completo,Estudante,3–5 SM,Rocinha,Zona Sul,Ruim,Regular,Bom,Ruim,Ruim,Regular,Bom,Bom,crime e violência
03/2025,Masculino,40-49,Branca,Médio incompleto,Autônomo,5–10 SM,Parada De Lucas,Zona Norte,Bom,Ruim,Ruim,Bom,Regular,Ruim,Regular,Ruim,rede de transportes
03/2025,Feminino,40-49,Parda,Superior incompleto,Desempregado,2–3 SM,Deodoro,Zona Oeste,Regular,Regular,Bom,Regular,Regular,Regular,Bom,Regular,crime e violência
03/2025,Feminino,50-59,Preta,Superior completo,Estudante,3–5 SM,Cidade De Deus,Zona Oeste,Regular,Ruim,Regular,Ruim,Péssimo,Ruim,Regular,Bom,rede de transportes
03/2025,Masculino,40-49,Preta,Superior completo,Desempregado,2–3 SM,Lagoa,Zona Sul,Bom,Regular,Bom,Ótimo,Ruim,Regular,Regular,Regular,pobreza e desigualdade
03/2025,Feminino,40-49,Parda,Médio completo,Autônomo,5–10 SM,Alto Da Boa Vista,Zona Norte,Ruim,Regular,Regular,Regular,Regular,Regular,Ótimo,Péssimo,crime e violência
03/2025,Feminino,30-39,Branca,Superior completo,Empresário,5–10 SM,Marechal Hermes,Zona Norte,Regular,Regular,Péssimo,Ruim,Péssimo,Regular,Bom,Regular,saúde
03/2025,Feminino,25-29,Parda,Médio completo,Empresário,5–10 SM,Lins De Vasconcelos,Zona Norte,Regular,Ruim,Bom,Bom,Ruim,Regular,Regular,Ruim,crime e violência
03/2025,Masculino,60+,Parda,Médio incompleto,Servidor público,3–5 SM,Cavalcanti,Zona Norte,Ótimo,Regular,Ruim,Ótimo,Bom,Regular,Regular,Regular,educação
03/2025,Feminino,40-49,Preta,Médio completo,Empresário,Mais de 10 SM,São Conrado,Zona Sul,Regular,Ruim,Bom,Regular,Regular,Regular,Bom,Ruim,pobreza e desigualdade
03/2025,Masculino,50-59,Parda,Médio completo,Desempregado,3–5 SM,Deodoro,Zona Oeste,Bom,Regular,Ótimo,Regular,Bom,Bom,Regular,Ruim,crime e violência
03/2025,Feminino,50-59,Parda,Fundamental completo,Estudante,2–3 SM,Del Castilho,Zona Norte,Regular,Ruim,Ruim,Péssimo,Regular,Regular,Bom,Ruim,pobreza e desigualdade
03/2025,Feminino,16-24,Branca,Superior incompleto,Empregado c/ carteira,5–10 SM,Taquara,Zona Oeste,Bom,Ruim,Regular,Bom,Bom,Bom,Regular,Regular,corrupção
03/2025,Masculino,50-59,Parda,Fundamental completo,Empresário,2–3 SM,Praça Seca,Zona Oeste,Regular,Regular,Regular,Bom,Bom,Regular,Péssimo,Péssimo,crime e violência
03/2025,Masculino,60+,Branca,Superior completo,Aposentado,1–2 SM,Centro,Centro,Bom,Ruim,Bom,Bom,Regular,Regular,Ruim,Regular,crime e violência
03/2025,Feminino,60+,Parda,Médio completo,Empregado c/ carteira,2–3 SM,Ricardo De Albuquerque,Zona Norte,Bom,Regular,Bom,Ruim,Ruim,Ruim,Regular,Ruim,corrupção
03/2025,Masculino,16-24,Parda,Fundamental incompleto,Servidor público,2–3 SM,Complexo Do Alemão,Zona Norte,Regular,Regular,Ruim,Ótimo,Bom,Bom,Bom,Regular,crime e violência
03/2025,Masculino,40-49,Parda,Médio completo,Estudante,3–5 SM,Gardênia Azul,Zona Oeste,Ruim,Bom,Regular,Regular,Ruim,Ruim,Bom,Regular,crime e violência
03/2025,Feminino,25-29,Parda,Superior completo,Autônomo,Mais de 10 SM,Vigário Geral,Zona Norte,Ruim,Ótimo,Péssimo,Regular,Regular,Regular,Regular,Péssimo,saúde
03/2025,Masculino,40-49,Branca,Fundamental incompleto,Autônomo,Até 1 SM,Santa Cruz,Zona Oeste,Bom,Ruim,Regular,Regular,Bom,Péssimo,Bom,Bom,crime e violência
03/2025,Masculino,16-24,Parda,Superior completo,Autônomo,1–2 SM,Anil,Zona Oeste,Ruim,Bom,Ruim,Ruim,Bom,Regular,Bom,Ruim,crime e violência
03/2025,Masculino,16-24,Branca,Médio incompleto,Empregado s/ carteira,3–5 SM,Lagoa,Zona Sul,Regular,Regular,Regular,Péssimo,Bom,Regular,Bom,Ruim,questões climáticas
03/2025,Feminino,30-39,Branca,Médio completo,Empregado c/ carteira,2–3 SM,Vidigal,Zona Sul,Bom,Regular,Péssimo,Péssimo,Regular,Ruim,Ruim,Regular,pobreza e desigualdade
03/2025,Masculino,16-24,Parda,Fundamental completo,Empregado c/ carteira,5–10 SM,Padre Miguel,Zona Oeste,Bom,Regular,Bom,Bom,Regular,Regular,Regular,Regular,inflação
03/2025,Masculino,30-39,Branca,Superior incompleto,Desempregado,3–5 SM,Lagoa,Zona Sul,Ruim,Bom,Bom,Regular,Bom,Regular,Regular,Bom,crime e violência
03/2025,Masculino,40-49,Parda,Superior completo,Empresário,3–5 SM,Jardim Guanabara,Zona Norte,Regular,Regular,Ruim,Ótimo,Bom,Regular,Péssimo,Ruim,crime e violência
03/2025,Feminino,30-39,Parda,Superior completo,Empregado c/ carteira,3–5 SM,Acari,Zona Norte,Ruim,Bom,Ruim,Regular,Ruim,Ruim,Péssimo,Regular,saúde
03/2025,Masculino,30-39,Branca,Fundamental incompleto,Autônomo,Até 1 SM,Botafogo,Zona Sul,Regular,Bom,Regular,Bom,Regular,Regular,Regular,Regular,corrupção
03/2025,Feminino,25-29,Amarela,Superior completo,Aposentado,5–10 SM,Vista Alegre,Zona Norte,Ruim,Regular,Péssimo,Ruim,Regular,Regular,Bom,Regular,rede de transportes
03/2025,Masculino,30-39,Parda,Fundamental completo,Aposentado,1–2 SM,Barra Da Tijuca,Zona Oeste,Bom,Bom,Regular,Bom,Péssimo,Bom,Bom,Bom,crime e violência
03/2025,Masculino,50-59,Branca,Fundamental completo,Empresário,Até 1 SM,Laranjeiras,Zona Sul,Regular,Regular,Regular,Bom,Regular,Regular,Ruim,Bom,educação
03/2025,Masculino,30-39,Branca,Superior completo,Empresário,1–2 SM,Inhoaíba,Zona Oeste,Bom,Ruim,Regular,Ruim,Bom,Ruim,Péssimo,Ruim,crime e violência
03/2025,Feminino,50-59,Branca,Fundamental incompleto,Empregado c/ carteira,3–5 SM,Cacuia,Zona Norte,Regular,Ruim,Ruim,Regular,Regular,Péssimo,Bom,Ótimo,crime e violência
03/2025,Feminino,40-49,Branca,Fundamental completo,Empregado c/ carteira,5–10 SM,Leme,Zona Sul,Regular,Bom,Regular,Bom,Regular,Regular,Ótimo,Regular,saúde
03/2025,Feminino,30-39,Parda,Fundamental completo,Autônomo,5–10 SM,Coelho Neto,Zona Norte,Bom,Regular,Regular,Ruim,Ruim,Péssimo,Regular,Bom,desemprego
03/2025,Masculino,60+,Branca,Médio incompleto,Empregado s/ carteira,1–2 SM,Gávea,Zona Sul,Ruim,Regular,Ruim,Péssimo,Ruim,Regular,Ruim,Ruim,pobreza e desigualdade
03/2025,Masculino,30-39,Parda,Médio completo,Desempregado,1–2 SM,Botafogo,Zona Sul,Regular,Regular,Bom,Bom,Bom,Bom,Ruim,Bom,pobreza e desigualdade
03/2025,Feminino,30-39,Parda,Médio completo,Empregado c/ carteira,3–5 SM,Barra De Guaratiba,Zona Oeste,Ruim,Bom,Bom,Regular,Regular,Regular,Bom,Péssimo,desemprego
03/2025,Feminino,40-49,Parda,Fundamental completo,Empregado c/ carteira,5–10 SM,Vasco Da Gama,Centro,Bom,Regular,Regular,Regular,Bom,Ruim,Bom,Ruim,crime e violência
03/2025,Feminino,40-49,Parda,Superior completo,Desempregado,1–2 SM,Pilares,Zona Norte,Regular,Regular,Péssimo,Regular,Regular,Bom,Ótimo,Bom,rede de transportes
03/2025,Feminino,40-49,Preta,Superior incompleto,Autônomo,Até 1 SM,Rocha,Zona Norte,Péssimo,Bom,Bom,Regular,Regular,Bom,Ruim,Regular,crime e violência
03/2025,Masculino,50-59,Parda,Médio completo,Empregado c/ carteira,2–3 SM,Inhaúma,Zona Norte,Ruim,Bom,Péssimo,Péssimo,Bom,Regular,Regular,Ruim,educação
03/2025,Feminino,16-24,Branca,Superior completo,Estudante,2–3 SM,Botafogo,Zona Sul,Ruim,Ruim,Regular,Ruim,Ótimo,Regular,Regular,Regular,pobreza e desigualdade
03/2025,Feminino,30-39,Parda,Médio completo,Estudante,Até 1 SM,Leblon,Zona Sul,Regular,Péssimo,Regular,Ruim,Ruim,Regular,Ótimo,Regular,corrupção
03/2025,Masculino,30-39,Parda,Superior completo,Servidor público,2–3 SM,Leblon,Zona Sul,Bom,Bom,Ruim,Regular,Ruim,Bom,Regular,Regular,crime e violência
03/2025,Masculino,50-59,Branca,Médio completo,Empregado c/ carteira,3–5 SM,Vila Militar,Zona Oeste,Regular,Bom,Péssimo,Bom,Ruim,Regular,Péssimo,Ruim,crime e violência
03/2025,Feminino,40-49,Branca,Médio completo,Estudante,3–5 SM,Maria Da Graça,Zona Norte,Regular,Regular,Ruim,Regular,Ruim,Regular,Bom,Regular,saúde
03/2025,Feminino,50-59,Parda,Superior incompleto,Servidor público,2–3 SM,Bangu,Zona Oeste,Ruim,Ruim,Regular,Regular,Regular,Regular,Regular,Bom,rede de transportes
03/2025,Masculino,25-29,Branca,Superior incompleto,Empregado c/ carteira,5–10 SM,Gávea,Zona Sul,Ruim,Regular,Bom,Regular,Bom,Bom,Ruim,Bom,inflação
03/2025,Feminino,40-49,Branca,Superior incompleto,Empregado s/ carteira,5–10 SM,Engenheiro Leal,Zona Norte,Péssimo,Bom,Ruim,Regular,Bom,Bom,Bom,Péssimo,crime e violência
03/2025,Masculino,30-39,Preta,Superior incompleto,Empregado s/ carteira,1–2 SM,Copacabana,Zona Sul,Bom,Ruim,Regular,Ruim,Bom,Regular,Bom,Ruim,educação
03/2025,Masculino,50-59,Branca,Fundamental incompleto,Autônomo,Até 1 SM,Pedra De Guaratiba,Zona Oeste,Bom,Péssimo,Regular,Ruim,Péssimo,Bom,Péssimo,Ótimo,pobreza e desigualdade
03/2025,Feminino,50-59,Parda,Médio incompleto,Empresário,Até 1 SM,Leblon,Zona Sul,Péssimo,Ótimo,Bom,Ruim,Ruim,Regular,Regular,Ruim,educação
03/2025,Feminino,16-24,Branca,Médio completo,Empregado c/ carteira,Até 1 SM,Maracanã,Zona Norte,Bom,Péssimo,Regular,Bom,Bom,Regular,Regular,Péssimo,educação
03/2025,Masculino,25-29,Parda,Médio completo,Empregado c/ carteira,5–10 SM,Oswaldo Cruz,Zona Norte,Regular,Regular,Regular,Ótimo,Ótimo,Bom,Bom,Péssimo,rede de transportes
03/2025,Masculino,50-59,Parda,Pós-graduação,Estudante,3–5 SM,Senador Camará,Zona Oeste,Regular,Bom,Ruim,Ótimo,Bom,Regular,Ruim,Péssimo,educação
03/2025,Feminino,50-59,Branca,Fundamental completo,Estudante,1–2 SM,Cosme Velho,Zona Sul,Regular,Regular,Regular,Regular,Regular,Regular,Ruim,Ótimo,educação
03/2025,Feminino,30-39,Parda,Médio completo,Empregado c/ carteira,5–10 SM,Marechal Hermes,Zona Norte,Péssimo,Bom,Ótimo,Regular,Bom,Bom,Regular,Bom,rede de transportes
03/2025,Masculino,25-29,Branca,Médio completo,Autônomo,3–5 SM,Campinho,Zona Norte,Péssimo,Regular,Ruim,Bom,Regular,Ruim,Ruim,Bom,crime e violência
03/2025,Feminino,25-29,Parda,Médio completo,Servidor público,3–5 SM,Grumari,Zona Oeste,Regular,Ruim,Bom,Regular,Péssimo,Ruim,Ruim,Ótimo,questões climáticas
03/2025,Masculino,30-39,Parda,Superior incompleto,Empregado c/ carteira,5–10 SM,Realengo,Zona Oeste,Péssimo,Regular,Regular,Regular,Ruim,Regular,Regular,Péssimo,crime e violência
03/2025,Masculino,60+,Parda,Médio completo,Empregado c/ carteira,1–2 SM,Lagoa,Zona Sul,Regular,Regular,Bom,Ótimo,Bom,Regular,Bom,Bom,saúde
03/2025,Masculino,50-59,Preta,Médio completo,Empregado s/ carteira,Até 1 SM,Praça Seca,Zona Oeste,Bom,Péssimo,Regular,Regular,Regular,Regular,Péssimo,Bom,crime e violência
03/2025,Masculino,40-49,Branca,Médio completo,Aposentado,3–5 SM,Vidigal,Zona Sul,Bom,Regular,Bom,Regular,Bom,Bom,Regular,Bom,corrupção
03/2025,Feminino,30-39,Branca,Fundamental completo,Empregado s/ carteira,3–5 SM,Abolição,Zona Norte,Bom,Regular,Regular,Ótimo,Ruim,Ruim,Bom,Regular,corrupção
03/2025,Masculino,25-29,Branca,Pós-graduação,Desempregado,Até 1 SM,Joá,Zona Oeste,Regular,Ótimo,Regular,Ruim,Péssimo,Bom,Ruim,Bom,crime e violência
03/2025,Feminino,60+,Branca,Médio completo,Aposentado,5–10 SM,Vidigal,Zona Sul,Ruim,Ruim,Regular,Péssimo,Bom,Ruim,Regular,Ruim,inflação
03/2025,Feminino,30-39,Parda,Médio completo,Autônomo,2–3 SM,Cosme Velho,Zona Sul,Regular,Bom,Ruim,Bom,Bom,Regular,Péssimo,Regular,educação
03/2025,Masculino,16-24,Branca,Médio completo,Autônomo,1–2 SM,Flamengo,Zona Sul,Regular,Ruim,Ruim,Ótimo,Regular,Regular,Bom,Bom,corrupção
03/2025,Feminino,25-29,Branca,Pós-graduação,Aposentado,5–10 SM,Recreio Dos Bandeirantes,Zona Oeste,Péssimo,Regular,Regular,Péssimo,Regular,Bom,Regular,Péssimo,crime e violência
03/2025,Feminino,25-29,Branca,Pós-graduação,Empresário,2–3 SM,Vista Alegre,Zona Norte,Regular,Regular,Regular,Ruim,Regular,Regular,Ruim,Ruim,questões climáticas
03/2025,Feminino,16-24,Preta,Superior completo,Empregado c/ carteira,1–2 SM,Bonsucesso,Zona Norte,Regular,Ruim,Ruim,Regular,Ruim,Ótimo,Regular,Ruim,crime e violência
03/2025,Masculino,30-39,Parda,Médio completo,Servidor público,Até 1 SM,Vidigal,Zona Sul,Bom,Péssimo,Péssimo,Regular,Regular,Bom,Regular,Ruim,crime e violência
03/2025,Feminino,40-49,Parda,Superior completo,Autônomo,5–10 SM,Portuguesa,Zona Norte,Ruim,Regular,Péssimo,Regular,Péssimo,Bom,Regular,Ruim,crime e violência
03/2025,Feminino,25-29,Branca,Fundamental completo,Autônomo,1–2 SM,Vila Valqueire,Zona Oeste,Ruim,Ruim,Regular,Péssimo,Bom,Péssimo,Bom,Regular,questões climáticas
03/2025,Feminino,30-39,Preta,Pós-graduação,Empregado c/ carteira,2–3 SM,Praça Seca,Zona Oeste,Regular,Ruim,Péssimo,Bom,Regular,Ruim,Bom,Ruim,saúde
03/2025,Feminino,25-29,Branca,Superior completo,Desempregado,1–2 SM,Grumari,Zona Oeste,Regular,Regular,Péssimo,Ruim,Bom,Ruim,Regular,Bom,pobreza e desigualdade
03/2025,Feminino,30-39,Parda,Superior incompleto,Aposentado,Mais de 10 SM,Flamengo,Zona Sul,Regular,Péssimo,Ruim,Bom,Regular,Regular,Bom,Ruim,saúde
03/2025,Masculino,30-39,Branca,Médio completo,Empresário,2–3 SM,Madureira,Zona Norte,Péssimo,Ruim,Ruim,Ruim,Regular,Ruim,Péssimo,Bom,crime e violência
03/2025,Feminino,40-49,Parda,Fundamental completo,Empregado s/ carteira,Mais de 10 SM,Campo Dos Afonsos,Zona Oeste,Péssimo,Bom,Bom,Regular,Bom,Regular,Regular,Regular,educação
03/2025,Feminino,50-59,Branca,Médio completo,Autônomo,3–5 SM,Paquetá,Centro,Regular,Péssimo,Péssimo,Regular,Regular,Ruim,Regular,Ótimo,educação
03/2025,Masculino,40-49,Parda,Médio completo,Autônomo,3–5 SM,Deodoro,Zona Oeste,Ruim,Bom,Regular,Ruim,Bom,Regular,Ruim,Ruim,pobreza e desigualdade
03/2025,Feminino,60+,Preta,Superior completo,Empregado c/ carteira,1–2 SM,Mangueira,Zona Norte,Regular,Péssimo,Bom,Bom,Ótimo,Regular,Ruim,Ruim,saúde
03/2025,Feminino,60+,Branca,Superior completo,Empregado c/ carteira,2–3 SM,Copacabana,Zona Sul,Ruim,Regular,Péssimo,Bom,Regular,Bom,Regular,Ruim,crime e violência
03/2025,Masculino,50-59,Parda,Médio completo,Empregado s/ carteira,Até 1 SM,Engenheiro Leal,Zona Norte,Regular,Regular,Bom,Regular,Ótimo,Bom,Bom,Regular,saúde
03/2025,Masculino,40-49,Preta,Médio completo,Empregado s/ carteira,2–3 SM,Lagoa,Zona Sul,Regular,Ótimo,Regular,Ótimo,Regular,Ótimo,Bom,Regular,crime e violência
03/2025,Feminino,50-59,Branca,Fundamental incompleto,Empregado s/ carteira,3–5 SM,Botafogo,Zona Sul,Ruim,Ruim,Ruim,Bom,Regular,Ótimo,Regular,Bom,desemprego
03/2025,Feminino,30-39,Branca,Fundamental completo,Empresário,1–2 SM,Praia Da Bandeira,Zona Norte,Ruim,Bom,Regular,Regular,Regular,Regular,Bom,Regular,crime e violência
03/2025,Masculino,30-39,Preta,Superior completo,Autônomo,3–5 SM,Gericinó,Zona Oeste,Regular,Regular,Péssimo,Ruim,Regular,Regular,Regular,Ruim,pobreza e desigualdade
03/2025,Feminino,25-29,Parda,Médio completo,Estudante,1–2 SM,Humaitá,Zona Sul,Regular,Ruim,Bom,Regular,Regular,Regular,Regular,Ótimo,crime e violência
03/2025,Masculino,50-59,Branca,Fundamental completo,Autônomo,1–2 SM,Ribeira,Zona Norte,Bom,Péssimo,Bom,Ruim,Bom,Péssimo,Regular,Regular,corrupção
03/2025,Feminino,40-49,Parda,Superior incompleto,Empregado c/ carteira,2–3 SM,Jardim Guanabara,Zona Norte,Regular,Ruim,Regular,Bom,Regular,Ruim,Péssimo,Regular,pobreza e desigualdade
03/2025,Masculino,40-49,Branca,Superior completo,Empregado c/ carteira,5–10 SM,Urca,Zona Sul,Ruim,Ruim,Regular,Ruim,Bom,Bom,Péssimo,Ruim,corrupção
